age,weight_kg,height_m,bmi,bmi_calc,fat_percentage,water_intake_liters,lean_mass_kg,max_bpm,avg_bpm,resting_bpm,session_duration_hours,calories_burned,experience_level,sets,reps,cal_balance,difficulty_level_enc,intensity_of_burn_enc,gender_Male,workout_type_HIIT,workout_type_Strength,workout_type_Yoga,body_part_Arms,body_part_Back,body_part_Chest,body_part_Forearms,body_part_Legs,body_part_Shoulders
45,118.14,1.95,31.07,31.069033530572,33.3564876279017,2.4,78.73264551639693,178.02,167.58,58.95,1.05,1383.69,1.98,4.01,23.94,1656.31,2,3,False,True,False,False,False,False,False,True,False,False
34,44.16,1.62,16.83,16.82670324645633,18.45273086515852,2.0,36.011274049946,196.03,157.32,64.95,0.57,502.06,1.01,3.98,19.98,767.94,1,0,False,False,False,False,False,False,True,False,False,False
22,57.81,1.72,19.54,19.540968090859927,21.904405601894386,1.61,45.14706312154486,173.32,127.79,62.94,1.0,1321.1,2.01,4.02,23.17,404.9000000000001,0,0,True,True,False,False,False,False,True,False,False,False
18,63.3,1.63,23.82,23.824758176822613,23.19877564237088,2.69,48.615175018379226,197.08,132.02,56.8,1.87,2186.22,2.99,4.01,16.98,-404.2199999999998,1,1,False,False,True,False,True,False,False,False,False,False
26,70.63,1.66,25.63,25.63144142836406,29.69872569583288,1.69,49.65379004103324,183.93,125.23,67.59,0.8,792.72,1.01,5.01,21.96,1171.28,2,0,True,False,True,False,False,False,False,False,False,False
56,109.63,1.66,39.78,39.78443896066192,35.0,3.11,71.2595,188.1,165.83,66.05,1.28,1227.78,1.99,3.99,24.03,1524.22,1,3,True,False,False,False,False,False,False,False,False,True
54,87.01,1.76,28.09,28.08948863636364,33.11524654100119,3.4,58.19642398467486,188.87,157.66,67.86,1.47,1412.38,2.01,5.0,16.92,789.6199999999999,2,0,False,False,False,False,False,False,False,False,False,False
45,88.97,1.63,33.49,33.48639391772367,35.0,3.5,57.8305,166.04,146.08,65.96,0.74,896.21,1.01,4.98,21.0,1462.79,1,3,False,True,False,False,False,False,False,False,True,False
54,75.25,1.71,25.73,25.73441400772888,29.60466953622653,1.9,52.97248617398953,193.74,153.52,60.19,0.97,640.78,1.01,4.98,17.18,1353.22,0,3,True,False,False,True,False,False,False,False,False,False
57,74.5,1.75,24.33,24.3265306122449,23.876617297586865,2.88,56.711920113297786,192.84,136.83,57.78,1.09,720.05,1.01,3.98,18.1,1211.95,1,0,False,False,False,True,False,True,False,False,False,False
46,80.13,1.77,25.58,25.576941491908453,26.332792838590105,3.5,59.02953309843774,170.95,149.21,68.06,0.72,475.63,1.01,5.0,15.04,1673.37,2,2,True,False,False,True,False,False,False,False,False,False
46,88.97,1.63,33.49,33.48639391772367,34.04056477987524,3.52,58.684109515345,166.47,146.56,65.98,0.74,733.93,1.02,5.01,20.98,1533.0700000000002,2,3,True,False,True,False,False,False,False,True,False,False
22,120.43,1.85,35.19,35.18772826880935,31.91356571467164,3.6,81.99649280982096,195.94,167.13,52.97,0.73,641.23,1.0,3.99,18.98,2381.77,0,3,True,False,False,False,False,False,False,False,True,False
31,85.26,1.64,31.7,31.699881023200483,31.304525516627887,3.49,58.56976154452308,178.23,123.28,69.14,1.76,1370.69,2.98,4.01,17.98,1054.31,0,3,False,False,False,True,False,True,False,False,False,False
20,72.26,1.73,24.14,24.143807009923485,25.82364310279026,2.47,53.59983549392376,199.18,160.13,67.97,1.26,906.44,1.99,5.0,24.96,1116.56,0,0,True,False,False,True,False,False,True,False,False,False
44,43.19,1.78,13.63,13.631485923494507,15.21432057010435,2.62,36.61893494577193,167.22,159.3,63.98,1.49,1965.16,1.99,4.0,21.09,-659.1600000000001,2,1,True,True,False,False,False,False,False,False,False,False
45,80.51,1.76,25.99,25.99108987603306,27.75385700418638,3.5,58.16536972592955,183.18,130.96,54.06,1.7,1766.64,2.99,4.01,21.95,383.3599999999999,1,3,False,False,False,False,False,True,False,False,False,False
47,86.43,1.76,27.9,27.902246900826448,24.90446006988764,3.49,64.90507516159612,183.17,155.86,67.04,1.81,2586.31,2.99,3.99,24.97,-169.30999999999997,1,3,False,True,False,False,False,False,False,False,False,False
55,49.4,1.7,17.09,17.093425605536332,24.37569407886626,2.3,37.35840712504007,175.16,146.58,57.94,1.29,1137.26,1.02,5.0,19.97,310.74,2,0,False,False,False,False,True,False,False,False,False,False
42,95.45,1.77,30.47,30.46697947588496,32.617368471146946,3.41,64.31672179429025,198.47,151.11,49.96,1.08,710.86,1.0,4.99,21.95,1953.14,2,3,False,False,False,True,False,False,True,False,False,False
25,120.92,1.83,36.11,36.10737854220788,34.068274432780385,2.49,79.72464255588197,179.12,120.47,50.98,1.04,1125.07,2.02,5.01,19.88,2048.9300000000003,0,1,True,False,True,False,False,False,False,True,False,False
49,82.59,1.86,23.87,23.87270204647936,22.159350138232234,3.5,64.288592720834,162.29,160.69,64.03,1.86,2176.2,3.0,5.02,14.97,-41.19999999999982,0,2,False,False,True,False,False,True,False,False,False,False
28,72.0,1.55,29.97,29.9687825182102,28.22519033593107,2.4,51.67786295812963,189.89,120.16,68.03,1.2,1582.68,1.99,3.99,16.9,205.32,0,0,False,True,False,False,False,False,False,True,False,False
34,127.55,1.62,48.6,48.60158512421886,35.0,3.41,82.9075,186.84,127.93,69.09,1.02,1347.52,2.01,5.01,15.0,2039.48,1,3,False,True,False,False,False,True,False,False,False,False
40,69.27,1.52,29.98,29.98182132963989,29.102452222037385,1.91,49.110731345794704,189.38,141.04,64.22,1.27,1219.2,2.0,3.0,11.99,744.8,1,0,True,False,False,False,False,False,False,True,False,False
23,108.09,1.92,29.32,29.3212890625,27.093132070371983,3.49,78.80503354513492,197.26,134.33,50.14,0.88,774.4,1.0,5.0,20.0,1834.6,2,2,True,False,False,False,False,False,False,True,False,False
34,110.66,1.86,31.99,31.98635680425482,30.94778980797912,3.58,76.4131757984903,187.91,138.9,61.93,1.42,1718.2,1.0,4.01,19.98,880.8,0,2,True,True,False,False,False,True,False,False,False,False
25,56.13,1.68,19.89,19.8873299319728,20.32268691695108,2.89,44.72287583351536,182.09,129.07,53.95,1.12,740.54,1.02,3.99,23.02,815.46,0,1,True,False,False,True,False,False,True,False,False,False
22,81.44,1.85,23.8,23.795471146822496,21.88594626209704,3.5,63.61608536414818,193.8,150.29,74.05,1.59,2271.95,2.99,5.01,17.12,-252.94999999999985,1,2,False,True,False,False,False,False,True,False,False,False
41,57.0,1.57,23.12,23.124670372023203,24.311117738594785,2.69,43.142662889000974,166.76,122.12,51.81,1.83,1904.66,3.01,4.99,16.02,-258.6600000000001,0,0,False,False,False,False,False,False,True,False,False,False
18,61.41,1.79,19.17,19.166068474766703,23.54295492235504,2.08,46.95227138218177,190.99,126.14,69.03,1.11,976.8,1.0,4.0,23.93,559.2,1,0,False,False,False,False,False,False,False,True,False,False
19,95.67,1.86,27.65,27.65348595213319,30.131783803911947,2.32,66.84292243479744,189.97,143.24,50.12,1.21,1307.89,2.01,4.99,18.21,1368.11,1,2,False,False,True,False,True,False,False,False,False,False
31,58.83,1.66,21.35,21.3492524314124,26.693794315846155,1.79,43.126040803987706,183.55,160.51,64.07,0.51,617.1,1.0,4.0,18.02,1099.9,0,3,True,True,False,False,True,False,False,False,False,False
27,69.92,1.58,28.01,28.008331998077228,29.245760513025687,2.0,49.47136424929244,181.72,134.78,49.85,1.5,1980.0,2.0,5.01,23.98,-188.0,1,0,True,True,False,False,False,False,False,True,False,False
29,67.52,1.7,23.36,23.36332179930796,27.47260438500673,2.91,48.97049751924345,189.86,150.03,60.11,0.77,508.66,1.01,4.02,24.07,1265.34,0,0,True,False,False,True,False,False,False,False,False,True
30,86.11,1.76,27.8,27.79894111570248,26.798070142539142,3.31,63.034181800259546,171.92,151.46,66.08,1.3,1246.96,1.99,4.0,18.9,1182.04,2,2,True,False,False,False,False,False,False,False,True,False
23,69.92,1.75,22.83,22.831020408163266,23.65755491510753,1.99,53.37863760335682,166.14,146.56,60.09,1.4,924.0,1.0,4.98,22.96,987.0,0,3,True,False,False,True,True,False,False,False,False,False
41,62.23,1.98,15.87,15.87338026731966,19.27303274254617,3.39,50.23639172431351,173.27,126.07,61.18,1.42,1021.55,1.99,4.02,18.04,714.45,0,0,True,False,False,True,True,False,False,False,False,False
56,39.73,1.8,12.26,12.262345679012345,14.606987817116046,2.11,33.92664374025979,196.26,164.88,72.08,1.23,885.6,2.0,5.0,24.87,329.4,1,2,True,False,False,True,False,False,False,False,True,False
35,62.54,1.63,23.54,23.53871052730626,24.65189350548679,3.69,47.12270580166856,184.06,159.86,62.76,1.4,1008.84,2.01,4.03,19.96,817.16,0,1,True,False,False,True,False,False,True,False,False,False
26,89.33,1.87,25.55,25.54548314221167,24.58435960594758,3.52,67.36879156400703,168.85,152.98,62.08,1.62,1896.86,3.01,5.0,23.98,794.1400000000001,0,2,False,False,True,False,False,False,True,False,False,False
40,80.26,1.76,25.91,25.91038223140496,24.150522812438066,3.5,60.87679039073721,167.79,166.85,73.97,1.62,1686.1,3.01,5.0,21.95,528.9000000000001,0,1,True,False,False,False,False,False,False,True,False,False
40,66.94,1.77,21.37,21.366784768106225,21.839459051540693,2.61,52.32066611089866,161.08,149.13,50.02,1.21,1598.53,2.01,3.98,17.97,403.47,1,3,True,True,False,False,False,False,True,False,False,False
22,68.21,1.61,26.31,26.31457119709887,27.709530967602326,1.81,49.30932892699845,186.09,160.3,66.2,1.33,1610.76,1.01,3.99,22.01,143.24,1,0,True,True,False,False,False,False,False,False,False,False
26,76.6,1.63,28.83,28.8305920433588,30.473485237981617,1.71,53.25731030770608,199.01,138.9,72.23,1.09,718.09,1.0,4.02,22.04,1349.91,2,2,True,False,False,True,True,False,False,False,False,False
22,62.33,1.84,18.41,18.41032608695652,20.16575225200232,2.31,49.76068662132696,161.11,139.99,65.09,0.5,604.45,1.0,4.0,19.93,1178.55,2,2,True,True,False,False,True,False,False,False,False,False
51,59.61,1.68,21.12,21.120323129251705,20.792815070730228,2.71,47.21540293633771,181.98,124.94,64.14,1.6,1665.28,3.01,4.01,24.01,0.7200000000000273,0,3,False,False,False,False,False,True,False,False,False,False
24,41.1,1.64,15.28,15.281082688875673,18.62376794365608,1.9,33.445631375157355,167.96,167.73,55.18,0.98,646.8,1.0,5.02,16.08,514.2,2,3,False,False,False,True,False,False,True,False,False,False
42,65.81,1.77,21.01,21.006096587825976,19.57085679312619,1.71,52.93041914444365,176.75,156.44,57.16,1.47,1943.63,2.02,5.01,19.05,-150.6300000000001,0,1,True,True,False,False,True,False,False,False,False,False
45,59.04,1.51,25.89,25.89360115784396,26.488045236644453,1.92,43.40145809228511,169.02,142.39,65.21,1.15,1102.16,1.98,3.98,25.05,445.8399999999999,2,0,False,False,False,False,False,False,False,False,True,False
39,85.52,1.89,23.94,23.941099073374204,25.35651902072548,3.61,63.83510493347557,162.96,140.68,61.17,0.77,678.22,1.01,4.0,15.06,1626.78,2,0,True,False,False,False,False,False,False,False,True,False
25,73.94,1.66,26.83,26.832631731746265,28.84808215974559,2.2,52.609728051084105,177.24,125.02,71.99,0.93,919.03,1.0,4.02,15.11,976.97,0,0,True,False,True,False,True,False,False,False,False,False
57,74.97,1.69,26.25,26.24908091453381,26.609001542393383,2.3,55.02123154366768,174.97,162.27,53.19,1.28,1688.19,1.99,3.99,16.03,308.80999999999995,2,0,False,True,False,False,False,False,False,False,False,True
24,41.82,1.75,13.66,13.655510204081631,12.185521063555337,2.3,36.72401509122116,173.85,144.24,55.02,0.83,823.19,1.02,4.01,22.04,434.81,0,2,False,False,True,False,False,False,False,False,False,False
45,59.22,1.68,20.98,20.98214285714286,19.04820260013412,2.5,47.939654420200576,165.29,147.14,61.82,1.17,1121.33,1.98,4.01,22.91,595.6700000000001,2,2,True,False,False,False,False,False,False,True,False,False
45,61.04,1.71,20.87,20.87479908347868,25.70954019672888,2.68,45.34689666391669,180.88,152.85,61.28,1.68,2402.4,3.0,4.99,16.93,-751.4000000000001,2,1,False,True,False,False,False,True,False,False,False,False
47,87.79,1.99,22.17,22.168632105249863,24.78995939776957,3.49,66.0268946446981,181.94,152.85,69.89,1.99,1554.59,3.02,4.02,16.02,921.41,0,3,True,False,False,True,False,False,False,False,False,False
57,121.13,1.89,33.91,33.91002491531592,33.081740572543,3.59,81.05808764447866,165.1,134.27,58.03,1.14,1380.65,1.01,4.98,19.06,1652.35,2,3,True,True,False,False,False,False,False,False,False,False
56,83.0,1.65,30.49,30.48668503213958,29.407398443191248,3.5,58.59185929215126,172.1,165.68,67.16,1.57,1841.14,3.03,5.0,16.86,418.8599999999999,1,1,True,False,True,False,False,True,False,False,False,False
26,64.43,1.5,28.64,28.63555555555556,28.01508071186075,2.71,46.379883497348125,193.44,133.53,60.15,1.92,1498.75,3.01,4.99,14.94,318.25,2,1,True,False,False,True,False,False,False,False,True,False
37,88.72,1.79,27.69,27.68952279891389,31.43386522836271,3.5,60.8318747693966,182.03,137.67,68.02,1.74,2037.37,3.01,4.0,21.9,480.6300000000001,0,3,True,False,True,False,False,True,False,False,False,False
31,49.32,1.62,18.79,18.792866941015085,21.57581589739136,2.5,38.67880759940658,167.04,158.2,73.98,1.18,1274.4,2.0,4.97,22.02,165.5999999999999,1,0,False,False,True,False,False,False,False,False,False,True
32,56.55,1.54,23.84,23.844661831674816,25.0478806282462,1.51,42.38542350472677,164.73,155.58,63.05,1.08,1070.17,1.01,5.0,18.15,434.8299999999999,1,0,True,False,True,False,False,False,True,False,False,False
52,48.41,1.86,13.99,13.99294716152156,15.53541741417745,2.78,40.88930442979669,179.07,128.62,66.9,1.01,726.59,1.99,4.0,17.06,608.41,0,0,False,False,False,True,False,False,False,False,True,False
55,83.49,1.87,23.88,23.87543252595156,25.82681268916043,3.5,61.92719408581996,187.33,123.71,74.01,1.52,1775.66,2.98,4.01,24.06,747.3399999999999,2,1,False,False,True,False,False,False,False,True,False,False
33,67.46,1.75,22.03,22.02775510204081,25.733387354115173,1.7,50.100256890913904,177.07,150.01,71.23,0.84,830.84,1.0,5.0,15.05,981.16,2,3,True,False,True,False,True,False,False,False,False,False
35,122.03,1.93,32.76,32.76061102311471,32.6362203279044,3.38,82.20402033385827,194.69,131.65,53.95,1.49,1607.86,1.99,4.01,23.04,1691.14,1,3,True,False,True,False,False,False,False,False,True,False
36,94.82,1.86,27.41,27.407792808417152,29.26413957966829,3.18,67.07174285055852,193.13,128.63,64.8,1.36,1642.61,1.0,4.0,15.96,955.39,0,1,True,True,False,False,True,False,False,False,False,False
43,95.8,1.85,27.99,27.99123447772096,26.584363710704643,3.42,70.33217956514494,186.04,156.92,63.97,1.28,1551.62,1.02,4.01,21.94,1052.38,2,3,False,True,False,False,False,False,False,False,False,True
22,40.2,1.56,16.52,16.518737672583825,20.600714019509496,2.08,31.918512964157188,191.74,120.66,57.16,1.44,1035.07,1.98,5.01,17.04,262.93000000000006,0,1,False,False,False,True,False,False,False,False,False,False
57,46.39,1.76,14.98,14.976110537190085,20.4851488906679,1.68,36.88693942961916,165.19,129.95,59.98,1.42,1362.06,1.99,4.01,19.93,-95.05999999999996,0,2,False,False,False,False,False,False,True,False,False,False
24,58.31,1.51,25.57,25.57343976141397,27.235213143699426,2.5,42.42914721590886,187.03,157.29,67.98,1.03,679.18,1.0,3.01,11.85,950.82,0,0,False,False,False,True,False,False,False,True,False,False
25,87.65,1.95,23.05,23.05062458908613,26.151974186568857,3.02,64.72779462547241,182.09,131.28,68.08,1.4,1690.92,1.0,3.01,19.89,561.0799999999999,1,0,True,True,False,False,False,False,True,False,False,False
33,58.1,1.53,24.82,24.81951386218976,26.49790514976296,2.7,42.704717107987726,179.82,126.08,50.13,1.85,2645.5,3.0,5.0,21.97,-768.5,2,2,True,True,False,False,False,False,False,False,False,True
59,123.47,1.88,34.93,34.93379357175193,35.0,2.61,80.2555,176.84,160.93,66.91,1.28,922.37,2.01,3.98,19.92,2355.63,1,2,False,False,False,True,False,False,True,False,False,False
22,77.73,1.7,26.9,26.8961937716263,32.51468197402819,2.1,52.45633770158789,176.81,137.72,66.05,1.36,1466.35,1.98,4.01,24.16,729.6500000000001,1,0,False,False,True,False,False,True,False,False,False,False
46,54.22,1.72,18.33,18.32747431043808,20.34356759971836,2.89,43.1897176474327,193.79,161.44,72.86,0.91,901.72,1.01,3.98,24.94,572.28,2,0,True,False,True,False,False,False,False,False,False,True
44,88.77,1.99,22.42,22.41610060352011,24.990903343832365,2.01,66.58557510168,191.87,135.22,57.92,1.41,1015.2,2.0,5.0,15.13,1458.8,2,1,True,False,False,True,True,False,False,False,False,False
21,71.74,1.62,27.34,27.33577198597774,30.65882191778856,2.1,49.74536115617848,182.82,123.01,58.89,1.38,1211.09,1.0,4.99,24.02,672.9100000000001,0,2,False,False,False,False,False,False,True,False,False,False
29,120.8,1.87,34.54,34.54488261031199,34.74706605022503,3.2,78.82554421132816,188.06,129.76,51.68,1.3,1717.43,2.01,4.99,23.0,1778.57,0,3,True,True,False,False,False,True,False,False,False,False
38,70.35,1.52,30.45,30.4492728531856,32.83024077022913,1.99,47.2539256181438,164.04,144.2,66.15,1.19,1286.27,2.01,4.99,21.02,821.73,0,3,True,False,True,False,False,True,False,False,False,False
55,70.9,1.81,21.64,21.6415860321724,22.421829343858445,2.1,55.002922995204365,179.16,167.21,57.05,1.19,1286.27,2.01,3.97,20.9,749.73,0,0,False,False,True,False,False,False,False,False,False,True
27,89.55,1.87,25.61,25.6083960078927,23.366594782217025,3.5,68.62521437252465,168.96,153.31,61.96,1.61,1254.83,2.99,5.0,24.0,1487.17,2,3,True,False,False,True,False,False,False,False,False,False
25,125.31,1.76,40.45,40.45389979338843,35.0,3.09,81.45150000000001,176.22,163.76,66.04,1.14,1093.49,1.99,4.99,24.02,2131.51,1,1,False,False,False,False,False,False,False,True,False,False
44,86.68,1.97,22.34,22.33502538071066,26.16858906799237,3.52,63.997066995864216,197.15,167.0,49.69,1.66,1293.8,2.99,4.02,18.88,1239.2,2,1,False,False,False,True,False,False,False,False,False,True
37,124.69,1.76,40.25,40.25374483471074,35.0,2.8,81.0485,167.95,157.34,49.88,1.51,1827.1,1.0,3.01,10.07,1468.9,0,0,True,True,False,False,False,False,True,False,False,False
36,69.27,1.65,25.44,25.4435261707989,28.46238473667008,2.71,49.55410609290863,164.72,126.76,65.16,1.23,1079.45,1.0,3.99,15.02,866.55,0,1,True,False,False,False,False,False,False,False,False,True
51,115.01,1.67,41.24,41.23848112158916,35.0,2.49,74.7565,189.18,138.71,55.3,1.38,1824.64,2.02,4.0,15.96,1092.36,2,2,True,True,False,False,False,True,False,False,False,False
18,82.09,1.96,21.37,21.36870054144107,25.21125146110131,3.51,61.394083675581946,173.86,168.84,62.03,1.9,2219.58,2.98,3.99,24.06,43.42000000000007,0,2,False,False,True,False,False,False,False,False,True,False
41,49.49,1.5,22.0,21.995555555555555,24.423733341673945,1.51,37.40269436920556,172.76,130.93,62.94,1.16,1532.48,2.01,4.0,19.95,16.519999999999982,0,3,True,True,False,False,False,False,True,False,False,False
47,43.11,1.62,16.43,16.426611796982165,16.84878788416729,2.3,35.84648754313548,178.77,131.77,64.23,0.52,629.2,1.0,5.0,21.06,684.8,1,0,False,True,False,False,False,False,False,False,False,True
55,93.19,1.66,33.82,33.81840615473944,35.0,2.2,60.5735,176.86,150.82,52.03,1.36,1644.1,1.0,4.01,19.14,443.9000000000001,0,2,True,True,False,False,False,False,False,False,False,False
40,65.61,1.69,22.97,22.971884737929347,22.93808121582269,3.4,50.56032491429873,187.57,143.36,68.21,0.77,761.61,1.0,5.0,21.93,921.39,1,2,False,False,True,False,False,False,False,False,False,False
21,76.61,1.65,28.14,28.13957759412305,25.876838646006583,1.71,56.78575391329436,180.08,153.8,62.17,1.14,819.43,1.98,4.0,16.01,1228.5700000000002,2,2,False,False,False,True,False,False,False,False,True,False
30,61.57,1.52,26.65,26.64906509695291,27.368259880085112,2.69,44.7193623918316,177.75,138.33,70.97,1.78,1848.35,2.98,4.99,19.0,-308.3499999999999,2,1,False,False,False,False,False,True,False,False,False,False
43,60.84,1.88,17.21,17.213671344499776,20.31505098472148,2.88,48.48032298089545,174.97,163.26,67.98,1.03,1017.85,1.0,3.99,18.11,691.15,1,3,False,False,True,False,False,False,True,False,False,False
28,70.96,1.67,25.44,25.44372333177955,27.599985619130425,1.5,51.37505020466505,192.42,140.42,62.95,1.46,1401.6,2.0,4.0,24.99,526.4000000000001,2,2,False,False,False,False,False,False,False,True,False,False
22,81.4,1.8,25.12,25.123456790123456,29.018703185503288,3.51,57.778775607000334,177.97,125.5,58.87,1.55,1610.76,2.99,5.02,16.91,768.24,0,3,True,False,False,False,False,True,False,False,False,False
18,114.43,1.97,29.49,29.485428637687136,31.02039266519266,2.6,78.93336467322005,192.05,127.7,60.08,1.02,1236.44,1.02,3.98,16.11,1702.56,1,3,True,True,False,False,True,False,False,False,False,False
38,58.32,1.56,23.96,23.96449704142012,27.210264771997146,2.7,42.45097358497127,184.92,131.81,53.96,1.64,1708.22,3.02,4.99,15.07,160.77999999999997,2,0,True,False,False,False,False,False,False,False,True,False
24,112.13,1.96,29.19,29.18835901707622,29.828423114655603,2.5,78.68338916153667,187.41,134.68,71.93,1.42,938.9,1.02,4.03,15.87,1931.1,1,2,True,False,False,True,False,False,False,False,False,False
20,96.72,1.72,32.69,32.69334775554354,34.243741620039,2.79,63.59945310509828,161.06,151.03,62.06,1.26,1245.13,1.0,4.0,14.98,1455.87,0,1,True,False,True,False,False,False,False,False,False,True
22,64.61,1.7,22.36,22.356401384083046,22.57022500155044,1.68,50.02737762649826,186.91,124.65,71.83,0.51,449.21,1.01,3.99,21.05,1204.79,1,1,True,False,False,False,False,False,False,False,False,False
26,101.95,1.83,30.44,30.44283197467825,35.0,3.5,66.2675,198.96,122.82,57.88,1.41,1520.26,1.98,5.02,17.17,1356.74,1,1,False,False,True,False,False,False,False,False,False,True
44,59.43,1.52,25.72,25.722818559556785,27.1381721086996,2.72,43.30178431579983,176.64,135.68,55.81,1.59,1239.25,2.99,4.99,19.94,644.75,0,1,False,False,False,True,False,False,True,False,False,False
28,81.32,1.99,20.53,20.53483497891467,22.37432642363824,3.21,63.12519775229738,161.65,125.8,53.75,1.45,1274.84,1.0,3.99,18.97,912.16,1,2,False,False,False,False,False,False,True,False,False,False
20,110.91,1.69,38.83,38.83267392598299,35.0,2.73,72.0915,193.31,133.31,59.04,1.06,1279.1,1.0,5.01,18.95,1636.9,2,2,True,True,False,False,False,False,False,False,True,False
32,65.19,1.72,22.04,22.03555976203353,19.821285915284086,2.5,52.2685037118263,172.35,135.12,73.96,1.18,1276.52,2.02,4.0,24.01,495.48,2,3,True,False,True,False,False,False,False,False,False,False
43,40.69,1.74,13.44,13.439688201876072,17.534823106465925,2.21,33.55508047797901,187.15,143.26,50.72,1.51,1628.08,1.98,4.99,19.09,-462.0799999999999,0,0,True,False,True,False,False,False,False,False,False,True
45,84.47,2.0,21.12,21.1175,20.52287425351336,3.49,67.13432811805727,188.86,162.14,66.1,1.83,2137.81,2.98,4.99,15.9,157.19000000000003,2,3,False,False,True,False,False,False,False,False,False,True
43,61.03,1.55,25.4,25.40270551508845,28.042140592403285,2.59,43.91588159645627,195.79,128.66,65.88,1.41,1859.65,1.99,4.99,15.9,-200.6500000000001,1,1,False,True,False,False,False,False,False,False,True,False
38,46.74,1.74,15.44,15.437970669837496,17.05559553666165,2.61,38.768214646164346,197.97,167.06,63.85,1.03,1113.33,2.01,3.99,14.95,363.6700000000001,0,0,True,False,True,False,False,False,False,False,False,False
29,101.12,1.67,36.26,36.25802287640288,33.974946155696,2.9,66.7645344473602,181.54,133.85,61.11,1.46,1052.95,2.02,3.99,24.04,1707.05,0,3,True,False,False,True,False,False,False,False,False,False
54,67.64,1.74,22.34,22.34112828643149,26.0025288348679,2.09,50.05188949609536,195.06,129.06,62.19,1.24,816.91,1.0,5.0,20.01,978.09,1,1,True,False,False,True,False,False,True,False,False,False
49,91.19,1.7,31.55,31.55363321799308,30.909919301263866,3.41,63.00324458917748,172.73,152.56,61.71,1.07,1411.22,1.99,5.0,18.96,951.78,1,3,True,True,False,False,False,False,False,False,True,False
53,51.54,1.74,17.02,17.02338485929449,17.32490067750878,3.69,42.61074619081197,178.79,126.64,60.96,1.23,1624.95,2.01,4.01,25.1,-284.95000000000005,2,2,True,True,False,False,False,False,False,False,False,True
52,84.48,1.85,24.68,24.68371073776479,23.3100337143252,3.19,64.78768351813807,189.37,151.85,50.32,1.19,786.11,1.01,4.0,16.12,1446.89,1,0,False,False,False,True,False,True,False,False,False,False
19,50.46,1.58,20.21,20.21310687389841,23.60020006309068,1.64,38.55133904816445,188.06,169.17,64.16,0.49,485.54,1.01,4.0,25.04,852.46,2,1,True,False,True,False,False,False,False,False,False,False
54,75.77,1.71,25.91,25.912246503197565,25.83669017219845,2.01,56.193539856525234,172.99,130.09,57.15,1.03,1108.69,1.96,4.99,16.95,1037.31,1,3,False,False,True,False,False,False,True,False,False,False
41,76.4,1.97,19.69,19.68615527326136,21.02899410444693,2.61,60.33384850420255,165.36,157.52,64.8,1.14,1095.31,2.01,4.02,16.98,963.69,2,2,True,False,False,False,False,False,False,False,False,True
57,62.33,1.78,19.67,19.672389849766443,20.530616958993,2.71,49.53326644945966,175.91,154.05,72.9,1.57,1836.9,3.0,3.98,19.81,-89.90000000000009,0,2,True,False,True,False,False,False,False,False,True,False
55,88.55,1.85,25.87,25.872899926953977,27.810471071105404,3.5,63.923827866536165,161.03,143.99,58.98,1.56,2232.52,3.01,5.01,19.97,27.48000000000001,2,2,False,True,False,False,False,False,False,True,False,False
19,75.91,1.62,28.92,28.92470659960372,31.36301842129545,2.59,52.10233271639462,168.43,132.21,51.2,1.35,1458.0,2.0,3.99,23.03,602.0,0,0,False,False,True,False,False,False,False,False,True,False
43,71.71,1.66,26.02,26.02337059079692,27.070780041978285,2.49,52.29754363189736,176.18,151.85,55.14,1.4,1387.26,1.01,3.99,24.95,608.74,0,3,False,False,True,False,False,True,False,False,False,False
41,63.31,1.77,20.21,20.208113888090907,26.500082266850512,3.3,46.53279791685694,183.25,134.13,59.34,1.32,1427.98,2.02,4.98,15.98,654.02,0,1,True,False,True,False,False,False,False,False,False,False
53,54.69,1.76,17.66,17.655604338842974,19.806392818898992,3.31,43.85788376734414,160.35,136.94,55.96,1.28,1228.8,2.0,4.0,14.98,288.20000000000005,1,2,False,False,False,False,False,False,False,False,False,False
55,88.96,1.68,31.52,31.51927437641724,27.570073248115417,3.48,64.43366283847652,175.91,151.65,64.99,1.76,1831.81,3.01,4.0,22.97,653.19,2,1,True,False,False,False,False,False,True,False,False,False
28,87.17,1.79,27.21,27.205767610249367,28.662021800081327,3.7,62.18531559686911,164.02,134.07,68.07,1.29,1393.2,2.0,4.99,16.98,976.8,0,1,True,False,True,False,False,False,True,False,False,False
19,60.4,1.59,23.89,23.891459989715592,28.226749937770084,2.22,43.35104303758687,183.96,127.91,53.04,1.13,1118.7,1.0,3.01,7.9,479.3,2,0,False,False,True,False,False,False,True,False,False,False
48,71.22,1.64,26.48,26.479773944080907,29.81189049102616,1.9,49.98797159229117,178.97,153.8,59.99,1.45,1912.41,1.99,4.01,19.99,75.58999999999992,1,1,True,True,False,False,False,False,False,False,False,True
28,121.5,1.88,34.38,34.37641466727026,32.81405748690167,3.21,81.63092015341446,188.36,130.3,51.9,1.3,1716.0,2.0,4.99,22.96,1583.0,0,3,False,True,False,False,False,False,False,True,False,False
34,100.54,1.63,37.84,37.841093003123945,35.0,3.1,65.35100000000001,160.99,162.62,58.96,1.1,966.24,1.0,4.0,19.99,1683.76,0,3,True,False,False,False,False,False,False,False,True,False
